[(1.0, 2.0, 3.0), (1.0, 2.0, 4.0)]
[(1.0, 2.0), (1.0, 3.0)]
        - Testing with features [ 1 13 19] | Accuracy: %68.1
        - Testing with features [ 1 13 20] | Accuracy: %69.3
        - Testing with features [ 1 13 21] | Accuracy: %68.3
        - Testing with features [ 1 13 22] | Accuracy: %68.4
        - Testing with features [ 1 13 23] | Accuracy: %67.3
        - Testing with features [ 1 13 24] | Accuracy: %68.9
        - Testing with features [ 1 13 25] | Accuracy: %69.3
        - Testing with features [ 1 13 26] | Accuracy: %69.3
        - Testing with features [ 1 13 27] | Accuracy: %68.9
        - Testing with features [ 1 13 28] | Accuracy: %68.9
        - Testing with features [ 1 13 29] | Accuracy: %67.6
        - Testing with features [ 1 13 30] | Accuracy: %70.4
        - Testing with features [ 1 13 31] | Accuracy: %66.2
        - Testing with features [ 1 13 32] | Accuracy: %70.8
        - Testing with features [ 1 13 33] | Accuracy: %68.5
        - Testing with features [ 1 13 34] | Accuracy: %68.7
        - Testing with features [ 1 13 35] | Accuracy: %68.9
        - Testing with features [ 1 13 36] | Accuracy: %68.7
        - Testing with features [ 1 13 37] | Accuracy: %66.8
        - Testing with features [ 1 13 38] | Accuracy: %68.1
        - Testing with features [ 1 13 39] | Accuracy: %68.6
        - Testing with features [ 1 13 40] | Accuracy: %69.2
        - Testing with features [ 1 14 15] | Accuracy: %68.0
        - Testing with features [ 1 14 16] | Accuracy: %68.0
        - Testing with features [ 1 14 17] | Accuracy: %69.1
        - Testing with features [ 1 14 18] | Accuracy: %66.9
        - Testing with features [ 1 14 19] | Accuracy: %66.9
        - Testing with features [ 1 14 20] | Accuracy: %67.9
        - Testing with features [ 1 14 21] | Accuracy: %69.3
        - Testing with features [ 1 14 22] | Accuracy: %68.4
        - Testing with features [ 1 14 23] | Accuracy: %67.2
        - Testing with features [ 1 14 24] | Accuracy: %69.1
        - Testing with features [ 1 14 25] | Accuracy: %71.3
        - Testing with features [ 1 14 26] | Accuracy: %67.2
        - Testing with features [ 1 14 27] | Accuracy: %68.4
        - Testing with features [ 1 14 28] | Accuracy: %71.6
        - Testing with features [ 1 14 29] | Accuracy: %69.2
        - Testing with features [ 1 14 30] | Accuracy: %68.4
        - Testing with features [ 1 14 31] | Accuracy: %70.4
        - Testing with features [ 1 14 32] | Accuracy: %69.5
        - Testing with features [ 1 14 33] | Accuracy: %66.9
        - Testing with features [ 1 14 34] | Accuracy: %67.9
        - Testing with features [ 1 14 35] | Accuracy: %66.3
        - Testing with features [ 1 14 36] | Accuracy: %66.0
        - Testing with features [ 1 14 37] | Accuracy: %69.2
